"LabCode/Ref","Site (from main datasheet + 14c-palaeolithic)","Site_ID (from main datasheet)","Layer/Context (from main datasheet)","Additional info on layer/context not originally in the datasheet","TaxUnit (from main datasheet)","Conv_C14_date","Conv_std","AMS_C14_date","AMS_Pm/Std","OSL/TL date","Std-dev","Dated material","Dated species","Informaton on pretreatment","Source (Database/Literature)","Org. Lit. Reference (if given)","Other comments/observation",
"I-16236","Anton Koba","AntonKobaVIII","Unit VIII",,"Azilian",11800,330,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Barandarian I. 2006. Miscelanea en homenaje a Victoria Cabrera. Alcala de Henares: 534-551.",,
"GrA-35142","Atxoste","AtxosteVIb","Unit Vib",,"Sauveterrian/Sauveterroid Epipaleolithic",,,9510,50,,,"bone",,,"Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01","Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01",,
"GrA-15858","Atxoste","AtxosteVIb","Unit Vib",,"Sauveterrian/Sauveterroid Epipaleolithic",,,9550,60,,,,,,"Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01","Soto, A., Alday, A., Mangado, X., & Montes, L. (2016). Epipaleolítico y Mesolítico en la vertiente sur de los Pirineos desde la perspectiva de la industria lítica. Munibe Antropologia-Arkeologia, 67, 295–312. https://doi.org/10.21630/maa.2016.67.mis01",,
"OxA-1121","Aveline's Hole","NA","unclear, old excavation",,"Alleroed CBP",12380,130,,,,,"bone","Cervus elaphus",,"Jacobi 2005","Jacobi 2005",,
"Erl-15980","Birseck-Ermitage (Obere Fundschicht)","NA","Obere Fundschicht",,"Older Azilian",11101,66,,,,,"bone","Cervus elaphus",,,,,
"Erl-15979","Birseck-Ermitage (Obere Fundschicht)","NA","Obere Fundschicht",,"Older Azilian",12178,71,,,,,"bone","Cervus elaphus",,,,,
"OxA-10331/LYON-1370","Bois Ragot (niv.5)","BoisRagotniv5,BoisRagot",,,"Upper Magdalenian",,,12685,70,,,"bone","Deer",,"Radiocarbon Palaeolithic Europe Database v27","http://pageperso.aol.fr/vdujardin/14C.html, Aude  CHEVALLIER NOUVELLES DATATIONS RADIOCARBONE DES NIVEAUX AZILIENS DE LA GROTTE DU BOIS-RAGOT",,
"OxA-10263/LYON-1369","Bois Ragot (niv.5)","BoisRagotniv5,BoisRagot",,,"Upper Magdalenian",,,12615,70,,,"bone","Reindeer",,"Radiocarbon Palaeolithic Europe Database v27","http://pageperso.aol.fr/vdujardin/14C.html, Aude  CHEVALLIER NOUVELLES DATATIONS RADIOCARBONE DES NIVEAUX AZILIENS DE LA GROTTE DU BOIS-RAGOT",,
"OxA-3887","Broken Cavern","NA","stratified",,"Alleroed CBP",11380,120,,,,,"bone","Lepus",,"Barton and Roberts 1996","Barton and Roberts 1996",,
"D-AMS-023794","Chaves","NA","Niveles 2b y 1c",,"Magdalenian",,,12556,54,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Villaverde P., JWP 12, 1998: 121-198, Utirilla P. e.a. QI 2012. 272-273: 88-104. Príncipe de Viana (PV), 253 (2011), 23-41  https://sites.google.com/ehu.eus/c14peninsulaiberica/dataciones-14, Utilla Miranda  2018, TRABAJOS DE PREHISTORIA 75: 248-269,",,
"D-AMS-023794","Chaves","NA","Niveles 2b y 1c",,"Magdalenian",,,12556,54,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Villaverde P., JWP 12, 1998: 121-198, Utirilla P. e.a. QI 2012. 272-273: 88-104. Príncipe de Viana (PV), 253 (2011), 23-41  https://sites.google.com/ehu.eus/c14peninsulaiberica/dataciones-14, Utilla Miranda  2018, TRABAJOS DE PREHISTORIA 75: 248-269,",,
"D-AMS-023793","Chaves","NA","Niveles 2b y 1c",,"Solutrean",,,17615,72,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","https://sites.google.com/ehu.eus/c14peninsulaiberica/dataciones-14",,
"GX-27456","El Horno","NA","Level 2",,"Final Magdalenian",12250,190,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Straus L.G. 2002. Last Glacial Human Settlement in Eastern Cantabria. JAS 29: 1403-1414.",,
"OxA-22088","El Mirón","NA","Unit 11.1",,"Azilian",,,11205,55,,,"bone","Cervus elaphus ",,"Radiocarbon Palaeolithic Europe Database v27"," Straus L.G. 2007. Radiocarbon 49: 1205-1214. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.","760-MM80",
"Beta-213130","Fariseu","Fariseu4","Unit 4",,"Azilian",,,10510,40,,,"bone",,,"Aubry 2009","Aubry 2009",,
"UBAR-284","Filador","Filador4","Unit 4",,"Sauveterrian/Sauveterroid",,,9460,190,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Cava Almuzara A. 2004. Saldvie 4: 17-40.",,
"AA-8647","Filador","Filador4","Unit 4",,"Sauveterrian/Sauveterroid",,,10020,80,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Cava Almuzara A. 2004. Saldvie 4: 17-40.",,
"GrA-33986","Forcas 1","Forcas,Forcaslevel14",,,"Final Magdalenian",,,12600,60,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","N/A","No Literatur?",
"KIA-49735","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9531,33,,,"bone","Capreolus",,"Groß 2014","Groß 2014",,
"KIA-46298","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9565,40,,,"bone","Sus scrofa",,"Groß 2014","Groß 2014",,
"KIA-46296","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9775,45,,,"bone","Equus ferus",,"Groß 2014","Groß 2014",,
"KIA-49733","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9680,35,,,"bone","Castor",,"Groß 2014","Groß 2014",,
"KIA-46297","Friesack 27a","Friesack27a",,"(Schichtkomplexe 3-1)","Maglemose",,,9645,65,,,"bone","Bos primigenius",,"Groß 2014","Groß 2014",,
"VRI-1255","Gamssulzenhoehle","Gamssulzen","KS 1990; from 140-170 cm",,"Epigravettian",14000,500,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Verpoorte A. 2004. Antiquity 300: 257-267.",,
"OxA-465","Gough's (New) Cave, British Museum Excavation 1987-1989","GoughsCave","1986 excavation",,"Creswellian/Late Magdalenian",,,12360,170,,,"bone","Horse",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17833","Gough's (New) Cave, British Museum Excavation 1987-1989","GoughsCave","1986 excavation",,"Creswellian/Late Magdalenian",,,12570,45,,,"bone","Horse",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-466","Gough's (New) Cave, British Museum Excavation 1987-1989","GoughsCave","1986 excavation",,"Creswellian/Late Magdalenian",,,12800,170,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-16378","Gough's (New) Cave, British Museum Excavation 1987-1989","GoughsCave","1986 excavation",,"Creswellian/Late Magdalenian",,,12515,50,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-1071","Gough's (New) Cave, British Museum Excavation 1987-1989","GoughsCave","1986 excavation",,"Creswellian/Late Magdalenian",,,12300,180,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17845","Gough's (New) Cave, British Museum Excavation 1987-1989","GoughsCave","1986 excavation",,"Creswellian/Late Magdalenian",,,12500,50,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-465","Gough's (New) Cave","GoughsCave","low stratigraphic resolution early excavation assemblage",,"Creswellian/Late Magdalenian",,,12360,170,,,"bone","Horse",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17833","Gough's (New) Cave","GoughsCave","low stratigraphic resolution early excavation assemblage",,"Creswellian/Late Magdalenian",,,12570,45,,,"bone","Horse",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-466","Gough's (New) Cave","GoughsCave","low stratigraphic resolution early excavation assemblage",,"Creswellian/Late Magdalenian",,,12800,170,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-16378","Gough's (New) Cave","GoughsCave","low stratigraphic resolution early excavation assemblage",,"Creswellian/Late Magdalenian",,,12515,50,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-1071","Gough's (New) Cave","GoughsCave","low stratigraphic resolution early excavation assemblage",,"Creswellian/Late Magdalenian",,,12300,180,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17845","Gough's (New) Cave","GoughsCave","low stratigraphic resolution early excavation assemblage",,"Creswellian/Late Magdalenian",,,12500,50,,,"bone","Cervus elaphus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-7003","Kendrick’s Cave","NA","unclear, probably brecchia",,"Alleroed CBP",,,11880,90,,,"bone","Homo",,"Richards et al. 2005","Richards et al. 2005",,
"OxA-7004","Kendrick’s Cave","NA","unclear, probably brecchia",,"Alleroed CBP",,,11930,90,,,"bone","Homo",,"Richards et al. 2005","Richards et al. 2005",,
"OxA-6114","Kendrick’s Cave","NA","unclear, probably brecchia",,"Alleroed CBP",,,12090,90,,,"bone","Homo",,"Richards et al. 2005","Richards et al. 2005",,
"OxA-7002","Kendrick’s Cave","NA","unclear, probably brecchia",,"Alleroed CBP",,,11760,90,,,"bone","Homo",,"Richards et al. 2005","Richards et al. 2005",,
"OxA-6146","Kendrick’s Cave","NA","unclear, probably brecchia",,"Alleroed CBP",,,12410,100,,,"bone","Bos/Bison",,"Richards et al. 2005","Richards et al. 2005",,
"OxA-6116","Kendrick’s Cave","NA","unclear, probably brecchia",,"Alleroed CBP",,,11795,65,,,"bone","Capreolus capreolus",,"Richards et al. 2005","Richards et al. 2005",,
"OxA-8002","Kent's Cavern","KentsCavern","Black band and cave earth",,"Late? Upper Palaeolithic (Creswellian)",,,12240,100,,,"bone","Horse",,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 31, 2 (1989) 207 - 234",,
"OxA-7994","Kent's Cavern","KentsCavern","Black band and cave earth",,"Late? Upper Palaeolithic (Creswellian)",,,12430,80,,,"bone","Bovid",,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 31, 2 (1989) 207 - 234",,
"OxA-6844","King Arthur's Cave","NA","unit 4, grey scree",,"Final Palaeolithic",,,12250,100,,,"bone","Cervus elaphus",,"Radiocarbon Palaeolithic Europe Database v27","N. Barton, The British Upper Paleolithic (1996-2001), Congrès UISPP, Liège ERAUL 97, 2001, 117-120. Bronk Ramsey C. et al. 2002. Archaeometry 44: 1-149.",,
"OxA-6838","King Arthur's Cave","NA","unit 4, grey scree",,"Final Palaeolithic",,,12300,100,,,"bone","Microtus gregalis",,"Radiocarbon Palaeolithic Europe Database v27","N. Barton, The British Upper Paleolithic (1996-2001), Congrès UISPP, Liège ERAUL 97, 2001, 117-120. Bronk Ramsey C. et al. 2002. Archaeometry 44: 1-149.",,
"OxA-8997","King Arthur's Cave","NA","unit 4, grey scree",,"Final Palaeolithic",,,11250,130,,,"bone","Microtus gregalis",,"Radiocarbon Palaeolithic Europe Database v27","N. Barton, The British Upper Paleolithic (1996-2001), Congrès UISPP, Liège ERAUL 97, 2001, 117-120. Bronk Ramsey C. et al. 2002. Archaeometry 44: 1-149.",,
"GrN-6120","Kůlna Cave","Kulna3",3,,"Magdalenian, Epi-Magdalenian",10070,85,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Valoch K.2001. Jahrbuch des Romisch-Germanischen Zentralmuseums Mainz 48: 103-162. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216. Nerudova Z. e.a.  2014. Archäologisches korrespondenzblatt 44: 312."," from K, III/C-G",
"GrN-6102","Kůlna Cave","Kulna4",4,,"Magdalenian, Epi-Magdalenian",11470,105,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Valoch K.2001. Jahrbuch des Romisch-Germanischen Zentralmuseums Mainz 48: 103-162.. 311. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.  Nerudova Z. e.a. Archäologisches korrespondenzblatt 44 ·   2014; 372"," from K, III-IV/F",
"Gif-8147","La Pila","NA","IV-2",,"Final Magdalenian",12160,130,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","De Quiros B. 1996. Eraul: 323-327.",,
"Gif-8148","La Pila","NA","Unit III",,"Ancient Azilian",11700,70,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Adan Alvarez G. et al. 2005. L'Anthropologie 109: 499-519. Gutierrez Zugasti F.Y. 2011. Archaeometry 53: 614-630.",,
"Wk-28843","Lapa do Picareiro","NA","F/G",,"Magdalenian",27721,260,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Bicho N.F. 1999. Eraul 90: 55.  Benedetti MM Geoarchaeology. 2019;34:698–726."," from level FF,F7",
"OxA-6337","Le Closeau","LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",,"Late Azilian",10840,130,,,,,"bone",,,"Bodu and Valentin 1997","Bodu and Valentin 1997",,
"GrA-18860","Le Closeau","LeCloseauLocus4","Locus 4,33,46",,"Early Azilian",12510,80,,,,,"bone","Horse",,"Grimm 2019",,,
"?","Malaurie","Malaurie",,,"Early Laborian",,,10475,40,,,"bone","Cervus",,"Langlais et al. 2020","Langlais et al. 2020",,
"?","Malaurie","Malaurie",,,"Early Laborian",,,10690,40,,,"bone","Cervus",,"Langlais et al. 2020","Langlais et al. 2020",,
"Beta-367197","Molí del Salt","NA","Unit B1",,"Epipaleolithic/Epimagdalenian",,,11880,50,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf",,
"Poz-27955","Murat (UA3)","Murat",,,"Upper Magdalenian",,,12550,80,,,"bone","Reindeer",,"Radiocarbon Palaeolithic Europe Database v27","Fat Cheung et al. 2014",,
"Ly9062/SacA28329","Peyrazet (c1-2)","Peyrazet",,,"Late Laborian",,,9235,45,,,"bone","Cervus",,"Langlais et al. 2015","Langlais et al. 2015",,
"Ly7828/SacA22775","Peyrazet (c1-2)","Peyrazet",,,"Late Laborian",,,9780,45,,,"bone","Cervus",,"Langlais et al. 2015","Langlais et al. 2015",,
"Gif A 99102","Pont d'Ambon (c2)","PontdAmbon,PtdAmbon",,,"Early Laborian",10730,100,,,,,"bone","Canis familiaris (domestic dog)",,"Celerier et al. 1999","Celerier et al. 1999",,
"GrN-14097","Portugain","NA","Unit 1",,"Azilian",10370,90,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Barandarian I. 2006. Miscelanea en homenaje a Victoria Cabrera. Alcala de Henares: 534-551.",,
"Lv-535","Remouchamps","Remouchamps",,,"Ahrensburgian",10380,170,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90: Dewez M. e.a. 1974, BSRBAP 85: 5-161,",,
"Lv-535","Remouchamps","Remouchamps",,,"Ahrensburgian",10380,170,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90: Dewez M. e.a. 1974, BSRBAP 85: 5-161,",,
"Lv-535","Remouchamps","Remouchamps",,,"Ahrensburgian",10380,170,,,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90: Dewez M. e.a. 1974, BSRBAP 85: 5-161,",,
"OxA-4190","Remouchamps","Remouchamps",,,"Ahrensburgian",,,10330,110,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90: Dewez M. e.a. 1974, BSRBAP 85: 5-161,",,
"OxA-4191","Remouchamps","Remouchamps",,,"Ahrensburgian",,,10800,110,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90: Dewez M. e.a. 1974, BSRBAP 85: 5-161,",,
"OxA-3634","Remouchamps","Remouchamps",,,"Ahrensburgian",,,10320,80,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90: Dewez M. e.a. 1974, BSRBAP 85: 5-161,",,
"OxA-18349","Robin Hood Cave, Campbell","RobinHoodCave,RobinHoodsCave","unstratified assemblage, relatively uniform assemblage in talus",,"Creswellian/Late Magdalenian",,,12265,50,,,"bone","Lepus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17526","Robin Hood Cave, Campbell","RobinHoodCave,RobinHoodsCave","unstratified assemblage, relatively uniform assemblage in talus",,"Creswellian/Late Magdalenian",,,12320,50,,,"bone","Lepus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17546","Robin Hood Cave, Campbell","RobinHoodCave,RobinHoodsCave","unstratified assemblage, relatively uniform assemblage in talus",,"Creswellian/Late Magdalenian",,,12400,45,,,"bone","Lepus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17542","Robin Hood Cave, Campbell","RobinHoodCave,RobinHoodsCave","unstratified assemblage, relatively uniform assemblage in talus",,"Creswellian/Late Magdalenian",,,12445,45,,,"bone","Lepus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"OxA-17525","Robin Hood Cave, Campbell","RobinHoodCave,RobinHoodsCave","unstratified assemblage, relatively uniform assemblage in talus",,"Creswellian/Late Magdalenian",,,12456,50,,,"bone","Lepus",,"Jacobi and Higham 2011","Jacobi and Higham 2011",,
"Beta-350902","Santimamiñe","SantimamineSlnc","Lnc ","Slnc (lnc is a typo)","Final Magdalenian",,,12790,70,,,"bone","Cervus elaphus",,"López-Quintana and Guenaga-Lizasu 2011","López-Quintana and Guenaga-Lizasu 2011",,
"Beta-240900","Santimamiñe","NA","Arcp",,"Gravettian",,,10100,60,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27",," https://sites.google.com/ehu.eus/c14peninsulaiberica/dataciones-14",
"Beta-240901","Santimamiñe","NA","Arcp",,"Gravettian",,,10060,60,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27",," https://sites.google.com/ehu.eus/c14peninsulaiberica/dataciones-14",
"BM-2350","Seamer C","SeamerCarrC","Scatters B1, H and K",,"Long Blade Industries/Epi-Ahrensburgian (FBBT)",9790,180,,,,,"bone","Horse",,"Conneller 2007","Conneller 2007","Indirect date; Housley argues the date is contaminated and ca 200 years too young",
"Beta-282214","Socuevas","NA","Unit III",,"Sauveterrain, Microlaminar Epipalaeolithic",,,10550,50,,,"bone",,,"Radiocarbon Palaeolithic Europe Database v27","Soto A. e.a. 2015. QI 364: 144-152.",,
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
"BM-524","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",12378,150,,,,,"bone","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.","from underlying levels",
